"SR.
NO.",Town,Revenue Circle,Property Area,Classification,Location,Square No,Killa No,Khasra No,DC Rate,Unit,Structure Rate
"222
2",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,68,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"222
3",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,69,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"222
4",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,70,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"222
5",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,71,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"222
6",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,72,"1,10,11,12,13,14,15,1
6,17,18,21,22,23,24,2
5,3,4,5,6,7,8,9",,309129,Marla,732
"222
7",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,73,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"222
8",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,74,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"222
9",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,76,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"223
0",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,77,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"223
1",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,78,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"223
2",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,79,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"223
3",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,80,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"223
4",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,81,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"223
5",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,82,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"223
6",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,83,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"223
7",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,84,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"223
8",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,85,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"223
9",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,86,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"224
0",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,87,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"224
1",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,88,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"224
2",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,89,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"224
3",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,90,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"224
4",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,91,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"224
5",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,92,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"224
6",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,93,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"224
7",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,94,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"224
8",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,95,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"224
9",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,96,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"225
0",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,97,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"225
1",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,98,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"225
2",Haveli,Haveli,"Chak No. 1/SP
Wasawaywal a (Off Road)",Residential,Off Road,99,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,309129,Marla,732
"225
3",Haveli,Haveli,Jowia Bloch (Link Road),Agricultural,Link Road,4,3,,5326761,Acre,732
"225
4",Haveli,Haveli,Jowia Bloch (Link Road),Agricultural,Link Road,5,"12,13,14,15,16,17,18,
19,20,21",,5326761,Acre,732
"225
5",Haveli,Haveli,Jowia Bloch (Link Road),Agricultural,Link Road,6,"16,23,24,25",,5326761,Acre,732
"225
6",Haveli,Haveli,Jowia Bloch (Link Road),Agricultural,Link Road,8,"13,15,17,18,19,20,21,
22,6",,5326761,Acre,732
"225
7",Haveli,Haveli,Jowia Bloch (Link Road),Residential,Link Road,4,3,,275000,Marla,732
"225
8",Haveli,Haveli,Jowia Bloch (Link Road),Residential,Link Road,5,"12,13,14,15,16,17,18,
19,20,21",,275000,Marla,732
"225
9",Haveli,Haveli,Jowia Bloch (Link Road),Residential,Link Road,6,"16,23,24,25",,275000,Marla,732
"226
0",Haveli,Haveli,Jowia Bloch (Link Road),Residential,Link Road,8,"13,15,17,18,19,20,21,
22,6",,275000,Marla,732
"226
1",Haveli,Haveli,Jowia Bloch (Main Road),Commercial,Main Road,23,"21,22,23,24,25",,534598,Marla,1772
"226
2",Haveli,Haveli,Jowia Bloch (Main Road),Commercial,Main Road,24,25,,534598,Marla,1772
"226
3",Haveli,Haveli,Jowia Bloch (Main Road),Commercial,Main Road,26,4.5,,534598,Marla,1772
"226
4",Haveli,Haveli,Jowia Bloch (Main Road),Commercial,Main Road,27,1.2,,534598,Marla,1772
"226
5",Haveli,Haveli,Jowia Bloch (Main Road),Commercial,Main Road,28,"11,12,16,17,18,20",,534598,Marla,1772
"226
6",Haveli,Haveli,Jowia Bloch (Main Road),Commercial,Main Road,29,21,,534598,Marla,1772
"226
7",Haveli,Haveli,Jowia Bloch (Main Road),Commercial,Main Road,5,6,,534598,Marla,1772
"226
8",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,1,24.25,,3686760,Acre,732
"226
9",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,10,"1,10,11,12,13,14,15,1
6,17,18,19,20,21,22,2
3,24,25,5",,3686760,Acre,732
"227
0",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,11,"1,10,11,12,19,2,20,21
,22,9",,3686760,Acre,732
"227
1",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,12,"1,10,11,12,13,14,15,1
7,18,19,2,20,21,22,23
,24,3,4,8,9",,3686760,Acre,732
"227
2",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,13,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"227
3",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,14,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"227
4",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,15,"16,24,25,5",,3686760,Acre,732
"227
5",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,16,"13,14,15,16,17,18,19,
21,22,23,24,25,4,5,6,
7,8",,3686760,Acre,732
"227
6",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,17,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"227
7",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,18,"1,10,11,12,13,18,19,2
,20,21,22,23,3,8,9",,3686760,Acre,732
"227
8",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,2,"13,16,17,18,19,20,21,
22,23,24,25",,3686760,Acre,732
"227
9",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,20,"1,10,11,12,13,18,19,2
,20,21,22,3,8,9",,3686760,Acre,732
"228
0",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,21,"1,10,11,12,13,14,16,1
7,18,19,2,20,21,22,23
,24,25,3,4,5",,3686760,Acre,732
"228
1",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,22,"1,10,11,12,13,14,15,1
8,19,2,20,21,22,23,24
,25,3,4,5,6,8,9",,3686760,Acre,732
"228
2",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,23,"1,10,11,12,13,14,15,1
6,17,18,2,3,4,5,6,7,8,
9",,3686760,Acre,732
"228
3",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,24,"15,5,6",,3686760,Acre,732
"228
4",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,25,"15,16,24,25,6",,3686760,Acre,732
"228
5",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,26,"10,11,12,13,14,17,18,
19,20,21,22,23,9",,3686760,Acre,732
"228
6",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,27,"16,19,5",,3686760,Acre,732
"228
7",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,29,"1,10,12,19,2,9",,3686760,Acre,732
"228
8",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,30,"1,10,11,12,20,21,8,9",,3686760,Acre,732
"228
9",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,31,"12,13,14,15,16,17,18,
19,20,21,22,23,24,25,
4,5,6,7",,3686760,Acre,732
"229
0",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,32,"1,10,11,12,13,19,2,20
,21,22,23,24,25,3,4,5,
7,8,9",,3686760,Acre,732
"229
1",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,33,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"229
2",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,34,"13,14,15,16,17,18,19,
22,23,24,25,4,5,6,7",,3686760,Acre,732
"229
3",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,35,"12,13,14,15,16,17,18,
19,2,23,24,25,3,4,5,6,
7,8,9",,3686760,Acre,732
"229
4",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,36,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,7,8,9",,3686760,Acre,732
"229
5",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,37,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"229
6",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,38,"1,10,11,12,13,14,17,1
8,19,2,20,21,22,3,4,5,
6,7,8,9",,3686760,Acre,732
"229
7",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,39,"1,10,2",,3686760,Acre,732
"229
8",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,4,"12,13,14,6,7,8",,3686760,Acre,732
"229
9",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,40,"1,10,11,12,13,14,15,1
7,18,19,2,20,21,22,23
,24,25,3,4,5,6,7,8,9",,3686760,Acre,732
"230
0",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,41,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"230
1",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,42,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"230
2",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,43,"15,16,25,6",,3686760,Acre,732
"230
3",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,44,"15,4,5,6",,3686760,Acre,732
"230
4",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,45,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"230
5",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,46,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"230
6",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,47,"1,10,11,12,13,14,17,1
8,19,2,20,21,22,24,25
,3,4,7,8,9",,3686760,Acre,732
"230
7",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,48,21,,3686760,Acre,732
"230
8",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,49,"1,10,11,12,19,2,20,21
,22,3,9",,3686760,Acre,732
"230
9",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,5,"1,10,11,2,22,23,24,9",,3686760,Acre,732
"231
0",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,50,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,5,8,9",,3686760,Acre,732
"231
1",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,51,"10,11,12,13,14,15,16,
17,18,19,2,20,21,22,2
3,24,25,3,4,5,6,7,8,9",,3686760,Acre,732
"231
2",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,52,"13,14,15,16,17,18,2,2
4,25,3,4,5,6,7,8,9",,3686760,Acre,732
"231
3",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,53,"14,15,16,17,24,25,4,5
,6,7",,3686760,Acre,732
"231
4",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,54,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"231
5",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,55,"1,10,11,12,13,15,16,1
7,18,19,2,20,21,22,23
,24,25,3,4,5,6,7,8,9",,3686760,Acre,732
"231
6",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,56,"1,10,11,20,21",,3686760,Acre,732
"231
7",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,57,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"231
8",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,58,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"231
9",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,59,"14,15,16,17,24,25,4,5
,6,7",,3686760,Acre,732
"232
0",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,6,"13,14,15,17,18,19,20,
21,22,4,5,6,7,8",,3686760,Acre,732
"232
1",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,60,"15,5,6",,3686760,Acre,732
"232
2",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,61,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"232
3",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,62,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"232
4",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,63,"1,10,11,12,13,14,17,1
8,19,2,20,21,22,23,24
,3,4,7,8,9",,3686760,Acre,732
"232
5",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,64,"1,10,11,12,13,14,17,1
8,19,2,20,21,22,23,24
,3,4,7,8,9",,3686760,Acre,732
"232
6",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,65,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"232
7",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,66,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"232
8",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,67,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"232
9",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,68,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"233
0",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,69,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"233
1",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,7,25,,3686760,Acre,732
"233
2",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,70,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"233
3",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,71,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"233
4",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,72,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"233
5",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,73,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"233
6",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,74,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"233
7",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,75,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"233
8",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,76,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"233
9",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,77,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"234
0",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,78,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"234
1",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,79,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"234
2",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,8,"16,23,24,25,5,7,8",,3686760,Acre,732
"234
3",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,80,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"234
4",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,81,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"234
5",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,82,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"234
6",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,83,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"234
7",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,84,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"234
8",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,85,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"234
9",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,86,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"235
0",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,87,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"235
1",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,88,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"235
2",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,89,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"235
3",Haveli,Haveli,Jowia Bloch (Off Road),Agricultural,Off Road,9,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,3686760,Acre,732
"235
4",Haveli,Haveli,Jowia Bloch (Off Road),Residential,Off Road,1,24.25,,255000,Marla,732
"235
5",Haveli,Haveli,Jowia Bloch (Off Road),Residential,Off Road,10,"1,10,11,12,13,14,15,1
6,17,18,19,20,21,22,2
3,24,25,5",,255000,Marla,732
"235
6",Haveli,Haveli,Jowia Bloch (Off Road),Residential,Off Road,11,"1,10,11,12,19,2,20,21
,22,9",,255000,Marla,732
"235
7",Haveli,Haveli,Jowia Bloch (Off Road),Residential,Off Road,12,"1,10,11,12,13,14,15,1
7,18,19,2,20,21,22,23
,24,3,4,8,9",,255000,Marla,732
"235
8",Haveli,Haveli,Jowia Bloch (Off Road),Residential,Off Road,13,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,255000,Marla,732
"235
9",Haveli,Haveli,Jowia Bloch (Off Road),Residential,Off Road,14,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,255000,Marla,732
"236
0",Haveli,Haveli,Jowia Bloch (Off Road),Residential,Off Road,15,"16,24,25,5",,255000,Marla,732
"236
1",Haveli,Haveli,Jowia Bloch (Off Road),Residential,Off Road,16,"13,14,15,16,17,18,19,
21,22,23,24,25,4,5,6,
7,8",,255000,Marla,732
"236
2",Haveli,Haveli,Jowia Bloch (Off Road),Residential,Off Road,17,"1,10,11,12,13,14,15,1
6,17,18,19,2,20,21,22
,23,24,25,3,4,5,6,7,8,
9",,255000,Marla,732
"236
3",Haveli,Haveli,Jowia Bloch (Off Road),Residential,Off Road,18,"1,10,11,12,13,18,19,2
,20,21,22,23,3,8,9",,255000,Marla,732
"236
4",Haveli,Haveli,Jowia Bloch (Off Road),Residential,Off Road,2,"13,16,17,18,19,20,21,
22,23,24,25",,255000,Marla,732
"236
5",Haveli,Haveli,Jowia Bloch (Off Road),Residential,Off Road,20,"1,10,11,12,13,18,19,2
,20,21,22,3,8,9",,255000,Marla,732
"236
6",Haveli,Haveli,Jowia Bloch (Off Road),Residential,Off Road,21,"1,10,11,12,13,14,16,1
7,18,19,2,20,21,22,23
,24,25,3,4,5",,255000,Marla,732
"236
7",Haveli,Haveli,Jowia Bloch (Off Road),Residential,Off Road,22,"1,10,11,12,13,14,15,1
8,19,2,20,21,22,23,24
,25,3,4,5,6,8,9",,255000,Marla,732
"236
8",Haveli,Haveli,Jowia Bloch (Off Road),Residential,Off Road,23,"1,10,11,12,13,14,15,1
6,17,18,2,3,4,5,6,7,8,
9",,255000,Marla,732
